sequence_names, nt_proportion0, nt_proportion1, nt_proportion2, nt_proportion3, dinucleotide_proportion0, dinucleotide_proportion1, dinucleotide_proportion2, dinucleotide_proportion3, dinucleotide_proportion4, dinucleotide_proportion5, dinucleotide_proportion6, dinucleotide_proportion7, dinucleotide_proportion8, dinucleotide_proportion9, dinucleotide_proportion10, dinucleotide_proportion11, dinucleotide_proportion12, dinucleotide_proportion13, dinucleotide_proportion14, dinucleotide_proportion15, gc_content, gc_ratio, sequence_length, bp_number, dP, bp_proportion0, bp_proportion1, bp_proportion2, bp_proportion_stem0, bp_proportion_stem1, bp_proportion_stem2, triplets0, triplets1, triplets2, triplets3, triplets4, triplets5, triplets6, triplets7, triplets8, triplets9, triplets10, triplets11, triplets12, triplets13, triplets14, triplets15, triplets16, triplets17, triplets18, triplets19, triplets20, triplets21, triplets22, triplets23, triplets24, triplets25, triplets26, triplets27, triplets28, triplets29, triplets30, triplets31, mfe, efe, ensemble_frequency, diversity, mfe_efe_difference, dQ, dG, mfei1, mfei2, mfei4
covid19_18901-19501_stem-141-234, 0.361702, 0.159574, 0.212766, 0.265957, 0.139785, 0.032258, 0.107527, 0.075269, 0.043011, 0.043011, 0.000000, 0.075269, 0.075269, 0.053763, 0.010753, 0.075269, 0.107527, 0.021505, 0.096774, 0.043011, 0.372340, 1.333333, 94.000000, 30.000000, 0.319149, 0.566667, 0.333333, 0.100000, 0.113333, 0.066667, 0.020000, 0.114943, 0.068966, 0.080460, 0.149425, 0.034483, 0.011494, 0.045977, 0.034483, 0.011494, 0.011494, 0.022989, 0.000000, 0.022989, 0.011494, 0.022989, 0.022989, 0.034483, 0.034483, 0.022989, 0.034483, 0.000000, 0.000000, 0.000000, 0.000000, 0.057471, 0.000000, 0.011494, 0.011494, 0.080460, 0.022989, 0.011494, 0.011494, -22.700000, -24.630000, 0.043996, 9.100000, 0.020532, 0.246615, -0.241489, -0.648571, -0.048298, -0.756667
covid19_18901-19501_stem-511-601, 0.285714, 0.164835, 0.230769, 0.318681, 0.055556, 0.066667, 0.077778, 0.088889, 0.077778, 0.011111, 0.022222, 0.055556, 0.033333, 0.033333, 0.022222, 0.133333, 0.122222, 0.044444, 0.111111, 0.044444, 0.395604, 1.400000, 91.000000, 33.000000, 0.362637, 0.454545, 0.363636, 0.181818, 0.090909, 0.072727, 0.036364, 0.142857, 0.107143, 0.154762, 0.142857, 0.000000, 0.035714, 0.000000, 0.071429, 0.023810, 0.011905, 0.000000, 0.035714, 0.011905, 0.011905, 0.000000, 0.011905, 0.023810, 0.000000, 0.059524, 0.023810, 0.000000, 0.000000, 0.000000, 0.000000, 0.023810, 0.000000, 0.000000, 0.011905, 0.047619, 0.000000, 0.023810, 0.023810, -34.200000, -35.120000, 0.226097, 3.990000, 0.010110, 0.117335, -0.375824, -0.950000, -0.075165, -1.036364
covid19_19101-19701_stem-392-457, 0.287879, 0.181818, 0.196970, 0.333333, 0.030769, 0.046154, 0.061538, 0.153846, 0.076923, 0.000000, 0.015385, 0.092308, 0.092308, 0.061538, 0.015385, 0.030769, 0.076923, 0.076923, 0.107692, 0.061538, 0.378788, 1.083333, 66.000000, 22.000000, 0.333333, 0.590909, 0.318182, 0.090909, 0.196970, 0.106061, 0.030303, 0.169492, 0.101695, 0.101695, 0.152542, 0.000000, 0.000000, 0.033898, 0.050847, 0.033898, 0.016949, 0.000000, 0.000000, 0.016949, 0.033898, 0.000000, 0.000000, 0.016949, 0.016949, 0.000000, 0.033898, 0.000000, 0.000000, 0.016949, 0.000000, 0.033898, 0.000000, 0.000000, 0.000000, 0.016949, 0.033898, 0.050847, 0.067797, -15.500000, -17.070000, 0.078381, 5.550000, 0.023788, 0.201209, -0.234848, -0.620000, -0.078283, -0.704545
covid19_19401-20001_stem-236-301, 0.303030, 0.136364, 0.227273, 0.333333, 0.092308, 0.076923, 0.061538, 0.076923, 0.076923, 0.015385, 0.000000, 0.046154, 0.061538, 0.015385, 0.076923, 0.076923, 0.076923, 0.030769, 0.076923, 0.138462, 0.363636, 1.666667, 66.000000, 19.000000, 0.287879, 0.473684, 0.315789, 0.210526, 0.157895, 0.105263, 0.070175, 0.078125, 0.062500, 0.078125, 0.125000, 0.046875, 0.031250, 0.015625, 0.015625, 0.015625, 0.015625, 0.031250, 0.000000, 0.046875, 0.015625, 0.000000, 0.015625, 0.015625, 0.000000, 0.046875, 0.046875, 0.000000, 0.000000, 0.015625, 0.015625, 0.031250, 0.000000, 0.031250, 0.015625, 0.078125, 0.015625, 0.000000, 0.093750, -12.600000, -14.260000, 0.067366, 17.910000, 0.025152, 0.724083, -0.190909, -0.525000, -0.063636, -0.663158
covid19_19401-20001_stem-286-353, 0.338235, 0.117647, 0.176471, 0.367647, 0.119403, 0.074627, 0.044776, 0.089552, 0.074627, 0.014925, 0.000000, 0.029851, 0.059701, 0.000000, 0.014925, 0.104478, 0.074627, 0.029851, 0.119403, 0.149254, 0.294118, 1.500000, 68.000000, 23.000000, 0.338235, 0.521739, 0.260870, 0.217391, 0.173913, 0.086957, 0.072464, 0.137931, 0.034483, 0.137931, 0.241379, 0.034483, 0.000000, 0.017241, 0.051724, 0.000000, 0.000000, 0.000000, 0.068966, 0.017241, 0.000000, 0.000000, 0.017241, 0.034483, 0.051724, 0.017241, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.017241, 0.017241, 0.000000, 0.000000, 0.034483, 0.000000, 0.017241, 0.051724, -15.100000, -16.830000, 0.059946, 6.220000, 0.025441, 0.218421, -0.222059, -0.755000, -0.074020, -0.656522
covid19_19501-20101_stem-398-483, 0.302326, 0.244186, 0.162791, 0.290698, 0.070588, 0.117647, 0.035294, 0.082353, 0.105882, 0.035294, 0.011765, 0.082353, 0.058824, 0.035294, 0.011765, 0.058824, 0.070588, 0.047059, 0.105882, 0.070588, 0.406977, 0.666667, 86.000000, 22.000000, 0.255814, 0.545455, 0.409091, 0.045455, 0.136364, 0.102273, 0.011364, 0.090909, 0.051948, 0.051948, 0.090909, 0.025974, 0.012987, 0.038961, 0.038961, 0.000000, 0.012987, 0.012987, 0.025974, 0.051948, 0.012987, 0.000000, 0.025974, 0.038961, 0.025974, 0.012987, 0.038961, 0.000000, 0.012987, 0.012987, 0.000000, 0.051948, 0.000000, 0.012987, 0.025974, 0.051948, 0.090909, 0.012987, 0.064935, -16.800000, -18.400000, 0.074100, 7.300000, 0.018605, 0.231168, -0.195349, -0.480000, -0.048837, -0.763636
covid19_19501-20101_stem-501-591, 0.285714, 0.153846, 0.230769, 0.329670, 0.088889, 0.044444, 0.088889, 0.066667, 0.044444, 0.055556, 0.011111, 0.033333, 0.044444, 0.011111, 0.055556, 0.122222, 0.111111, 0.044444, 0.077778, 0.100000, 0.384615, 1.500000, 91.000000, 29.000000, 0.318681, 0.517241, 0.275862, 0.206897, 0.103448, 0.055172, 0.041379, 0.158537, 0.048780, 0.097561, 0.182927, 0.012195, 0.048780, 0.012195, 0.024390, 0.012195, 0.012195, 0.000000, 0.000000, 0.024390, 0.012195, 0.012195, 0.024390, 0.012195, 0.000000, 0.048780, 0.036585, 0.000000, 0.000000, 0.000000, 0.000000, 0.048780, 0.000000, 0.012195, 0.000000, 0.048780, 0.024390, 0.048780, 0.036585, -21.900000, -23.320000, 0.100473, 7.600000, 0.015604, 0.255027, -0.240659, -0.625714, -0.048132, -0.755172
covid19_19601-20201_stem-1-64, 0.343750, 0.125000, 0.187500, 0.343750, 0.126984, 0.095238, 0.079365, 0.047619, 0.063492, 0.000000, 0.000000, 0.063492, 0.063492, 0.015873, 0.047619, 0.063492, 0.079365, 0.015873, 0.063492, 0.174603, 0.312500, 1.500000, 64.000000, 16.000000, 0.250000, 0.687500, 0.125000, 0.187500, 0.343750, 0.062500, 0.093750, 0.120000, 0.040000, 0.080000, 0.140000, 0.040000, 0.000000, 0.000000, 0.060000, 0.000000, 0.040000, 0.040000, 0.020000, 0.000000, 0.000000, 0.000000, 0.020000, 0.040000, 0.000000, 0.000000, 0.060000, 0.020000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.020000, 0.100000, 0.080000, 0.060000, 0.020000, -7.000000, -9.440000, 0.019036, 17.320000, 0.038125, 0.832052, -0.109375, -0.350000, -0.054688, -0.437500
covid19_19601-20201_stem-163-229, 0.313433, 0.194030, 0.223881, 0.268657, 0.090909, 0.060606, 0.090909, 0.060606, 0.090909, 0.045455, 0.015152, 0.045455, 0.045455, 0.075758, 0.045455, 0.060606, 0.090909, 0.000000, 0.075758, 0.106061, 0.417910, 1.153846, 67.000000, 22.000000, 0.328358, 0.545455, 0.318182, 0.136364, 0.181818, 0.106061, 0.045455, 0.100000, 0.083333, 0.100000, 0.133333, 0.033333, 0.033333, 0.016667, 0.050000, 0.050000, 0.016667, 0.050000, 0.000000, 0.016667, 0.000000, 0.000000, 0.000000, 0.050000, 0.000000, 0.033333, 0.050000, 0.016667, 0.000000, 0.000000, 0.000000, 0.016667, 0.016667, 0.000000, 0.000000, 0.050000, 0.050000, 0.016667, 0.016667, -15.000000, -16.450000, 0.094922, 8.740000, 0.021642, 0.341237, -0.223881, -0.535714, -0.074627, -0.681818
covid19_19801-20401_stem-11-76, 0.318182, 0.166667, 0.227273, 0.287879, 0.107692, 0.076923, 0.046154, 0.092308, 0.061538, 0.030769, 0.000000, 0.076923, 0.061538, 0.030769, 0.061538, 0.076923, 0.076923, 0.030769, 0.123077, 0.046154, 0.393939, 1.363636, 66.000000, 20.000000, 0.303030, 0.450000, 0.350000, 0.200000, 0.150000, 0.116667, 0.066667, 0.103448, 0.051724, 0.103448, 0.155172, 0.017241, 0.000000, 0.068966, 0.034483, 0.017241, 0.017241, 0.017241, 0.000000, 0.017241, 0.017241, 0.017241, 0.017241, 0.017241, 0.068966, 0.017241, 0.017241, 0.000000, 0.000000, 0.000000, 0.000000, 0.051724, 0.017241, 0.000000, 0.000000, 0.068966, 0.017241, 0.034483, 0.034483, -16.500000, -17.440000, 0.218928, 4.770000, 0.014242, 0.188658, -0.250000, -0.634615, -0.083333, -0.825000
covid19_19801-20401_stem-471-549, 0.316456, 0.113924, 0.215190, 0.354430, 0.076923, 0.025641, 0.064103, 0.153846, 0.038462, 0.012821, 0.038462, 0.025641, 0.089744, 0.025641, 0.051282, 0.051282, 0.115385, 0.051282, 0.064103, 0.115385, 0.329114, 1.888889, 79.000000, 28.000000, 0.354430, 0.535714, 0.285714, 0.178571, 0.133929, 0.071429, 0.044643, 0.152778, 0.069444, 0.111111, 0.194444, 0.041667, 0.027778, 0.027778, 0.013889, 0.013889, 0.000000, 0.013889, 0.000000, 0.041667, 0.000000, 0.027778, 0.013889, 0.013889, 0.000000, 0.027778, 0.055556, 0.000000, 0.000000, 0.000000, 0.000000, 0.013889, 0.013889, 0.013889, 0.027778, 0.055556, 0.000000, 0.000000, 0.027778, -23.200000, -24.770000, 0.078357, 7.790000, 0.019873, 0.259692, -0.293671, -0.892308, -0.073418, -0.828571
covid19_19901-20501_stem-236-313, 0.384615, 0.153846, 0.153846, 0.307692, 0.155844, 0.090909, 0.077922, 0.064935, 0.077922, 0.025974, 0.000000, 0.051948, 0.051948, 0.000000, 0.012987, 0.077922, 0.090909, 0.038961, 0.064935, 0.116883, 0.307692, 1.000000, 78.000000, 20.000000, 0.256410, 0.600000, 0.300000, 0.100000, 0.200000, 0.100000, 0.033333, 0.078947, 0.065789, 0.052632, 0.092105, 0.052632, 0.013158, 0.013158, 0.039474, 0.039474, 0.000000, 0.000000, 0.000000, 0.039474, 0.000000, 0.013158, 0.013158, 0.026316, 0.000000, 0.039474, 0.052632, 0.000000, 0.000000, 0.000000, 0.000000, 0.026316, 0.013158, 0.013158, 0.026316, 0.118421, 0.065789, 0.013158, 0.092105, -11.100000, -13.010000, 0.045039, 22.730000, 0.024487, 0.781793, -0.142308, -0.462500, -0.047436, -0.555000
covid19_20001-20601_stem-87-148, 0.370968, 0.209677, 0.193548, 0.225806, 0.163934, 0.065574, 0.098361, 0.049180, 0.098361, 0.049180, 0.016393, 0.032787, 0.049180, 0.032787, 0.032787, 0.081967, 0.065574, 0.065574, 0.032787, 0.065574, 0.403226, 0.923077, 62.000000, 11.000000, 0.177419, 0.545455, 0.363636, 0.090909, 0.545455, 0.363636, 0.090909, 0.057692, 0.038462, 0.038462, 0.096154, 0.038462, 0.019231, 0.000000, 0.019231, 0.000000, 0.000000, 0.000000, 0.000000, 0.038462, 0.019231, 0.019231, 0.000000, 0.019231, 0.000000, 0.038462, 0.019231, 0.000000, 0.000000, 0.000000, 0.000000, 0.038462, 0.000000, 0.019231, 0.019231, 0.211538, 0.115385, 0.038462, 0.096154, -8.300000, -9.200000, 0.233821, 10.880000, 0.014516, 0.563487, -0.133871, -0.332000, -0.133871, -0.754545
covid19_20001-20601_stem-383-461, 0.367089, 0.139241, 0.139241, 0.354430, 0.141026, 0.064103, 0.064103, 0.089744, 0.051282, 0.025641, 0.012821, 0.051282, 0.064103, 0.012821, 0.025641, 0.038462, 0.115385, 0.038462, 0.025641, 0.179487, 0.278481, 1.000000, 79.000000, 21.000000, 0.265823, 0.476190, 0.285714, 0.238095, 0.158730, 0.095238, 0.079365, 0.083333, 0.055556, 0.083333, 0.111111, 0.000000, 0.013889, 0.013889, 0.083333, 0.013889, 0.000000, 0.000000, 0.000000, 0.055556, 0.013889, 0.000000, 0.027778, 0.055556, 0.013889, 0.027778, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.027778, 0.027778, 0.000000, 0.027778, 0.125000, 0.027778, 0.000000, 0.111111, -8.400000, -10.430000, 0.037284, 13.250000, 0.025696, 0.531863, -0.106329, -0.381818, -0.035443, -0.400000
covid19_20001-20601_stem-445-524, 0.300000, 0.125000, 0.175000, 0.400000, 0.101266, 0.050633, 0.037975, 0.113924, 0.063291, 0.000000, 0.012658, 0.050633, 0.050633, 0.025316, 0.012658, 0.088608, 0.088608, 0.050633, 0.113924, 0.139241, 0.300000, 1.400000, 80.000000, 20.000000, 0.250000, 0.600000, 0.300000, 0.100000, 0.300000, 0.150000, 0.050000, 0.062500, 0.093750, 0.109375, 0.109375, 0.093750, 0.000000, 0.000000, 0.015625, 0.015625, 0.000000, 0.015625, 0.031250, 0.000000, 0.000000, 0.000000, 0.046875, 0.015625, 0.000000, 0.015625, 0.078125, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.015625, 0.000000, 0.031250, 0.125000, 0.015625, 0.031250, 0.078125, -15.900000, -18.010000, 0.032389, 15.720000, 0.026375, 0.528950, -0.198750, -0.662500, -0.099375, -0.795000
covid19_20101-20701_stem-504-570, 0.343284, 0.164179, 0.179104, 0.313433, 0.136364, 0.045455, 0.060606, 0.106061, 0.075758, 0.045455, 0.015152, 0.030303, 0.030303, 0.045455, 0.030303, 0.060606, 0.090909, 0.030303, 0.075758, 0.121212, 0.343284, 1.090909, 67.000000, 21.000000, 0.313433, 0.571429, 0.333333, 0.095238, 0.190476, 0.111111, 0.031746, 0.100000, 0.083333, 0.100000, 0.183333, 0.066667, 0.016667, 0.016667, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.050000, 0.016667, 0.016667, 0.000000, 0.016667, 0.016667, 0.033333, 0.033333, 0.000000, 0.000000, 0.000000, 0.000000, 0.033333, 0.016667, 0.000000, 0.050000, 0.050000, 0.016667, 0.016667, 0.066667, -8.800000, -10.910000, 0.032483, 19.950000, 0.031493, 0.782838, -0.131343, -0.382609, -0.043781, -0.419048
covid19_20301-20901_stem-34-99, 0.287879, 0.121212, 0.227273, 0.363636, 0.046154, 0.061538, 0.107692, 0.061538, 0.046154, 0.000000, 0.015385, 0.061538, 0.061538, 0.015385, 0.061538, 0.092308, 0.123077, 0.046154, 0.046154, 0.153846, 0.348485, 1.875000, 66.000000, 19.000000, 0.287879, 0.473684, 0.315789, 0.210526, 0.157895, 0.105263, 0.070175, 0.140351, 0.070175, 0.140351, 0.175439, 0.000000, 0.017544, 0.017544, 0.017544, 0.017544, 0.000000, 0.000000, 0.017544, 0.000000, 0.017544, 0.000000, 0.000000, 0.017544, 0.000000, 0.000000, 0.035088, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.017544, 0.105263, 0.017544, 0.070175, 0.105263, -20.300000, -21.380000, 0.172414, 3.350000, 0.016364, 0.175499, -0.307576, -0.882609, -0.102525, -1.068421
covid19_20301-20901_stem-424-516, 0.397849, 0.150538, 0.182796, 0.268817, 0.173913, 0.054348, 0.043478, 0.119565, 0.076087, 0.021739, 0.010870, 0.043478, 0.054348, 0.032609, 0.021739, 0.076087, 0.086957, 0.043478, 0.108696, 0.032609, 0.333333, 1.214286, 93.000000, 25.000000, 0.268817, 0.560000, 0.320000, 0.120000, 0.140000, 0.080000, 0.030000, 0.087912, 0.043956, 0.054945, 0.109890, 0.043956, 0.021978, 0.021978, 0.021978, 0.000000, 0.010989, 0.021978, 0.021978, 0.032967, 0.021978, 0.021978, 0.010989, 0.021978, 0.021978, 0.021978, 0.043956, 0.000000, 0.000000, 0.021978, 0.010989, 0.054945, 0.000000, 0.010989, 0.021978, 0.142857, 0.032967, 0.010989, 0.032967, -19.700000, -20.750000, 0.181994, 6.810000, 0.011290, 0.219575, -0.211828, -0.635484, -0.052957, -0.788000
covid19_20501-21101_stem-1-67, 0.328358, 0.089552, 0.119403, 0.462687, 0.121212, 0.015152, 0.030303, 0.151515, 0.015152, 0.030303, 0.000000, 0.045455, 0.075758, 0.000000, 0.000000, 0.045455, 0.121212, 0.045455, 0.090909, 0.212121, 0.208955, 1.333333, 67.000000, 23.000000, 0.343284, 0.652174, 0.173913, 0.173913, 0.217391, 0.057971, 0.057971, 0.216667, 0.000000, 0.033333, 0.216667, 0.000000, 0.033333, 0.033333, 0.066667, 0.000000, 0.016667, 0.000000, 0.033333, 0.016667, 0.000000, 0.000000, 0.066667, 0.033333, 0.033333, 0.050000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.016667, 0.000000, 0.000000, 0.050000, 0.016667, 0.016667, 0.000000, 0.050000, -9.900000, -11.220000, 0.117120, 4.480000, 0.019701, 0.172492, -0.147761, -0.707143, -0.049254, -0.430435
covid19_20801-21401_stem-255-340, 0.395349, 0.151163, 0.162791, 0.290698, 0.200000, 0.094118, 0.058824, 0.047059, 0.058824, 0.023529, 0.000000, 0.070588, 0.058824, 0.011765, 0.047059, 0.047059, 0.082353, 0.023529, 0.047059, 0.129412, 0.313953, 1.076923, 86.000000, 22.000000, 0.255814, 0.545455, 0.318182, 0.136364, 0.136364, 0.079545, 0.034091, 0.102564, 0.064103, 0.076923, 0.141026, 0.012821, 0.025641, 0.000000, 0.038462, 0.000000, 0.000000, 0.000000, 0.012821, 0.012821, 0.000000, 0.012821, 0.038462, 0.025641, 0.000000, 0.038462, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.025641, 0.000000, 0.000000, 0.025641, 0.205128, 0.076923, 0.025641, 0.038462, -13.700000, -15.230000, 0.084124, 13.040000, 0.017791, 0.485522, -0.159302, -0.507407, -0.039826, -0.622727
covid19_20801-21401_stem-482-559, 0.358974, 0.153846, 0.192308, 0.294872, 0.116883, 0.064935, 0.025974, 0.155844, 0.090909, 0.012987, 0.025974, 0.012987, 0.051948, 0.051948, 0.051948, 0.038961, 0.090909, 0.025974, 0.090909, 0.090909, 0.346154, 1.250000, 78.000000, 22.000000, 0.282051, 0.590909, 0.318182, 0.090909, 0.196970, 0.106061, 0.030303, 0.142857, 0.079365, 0.095238, 0.158730, 0.015873, 0.015873, 0.015873, 0.031746, 0.031746, 0.015873, 0.000000, 0.031746, 0.015873, 0.015873, 0.000000, 0.000000, 0.031746, 0.000000, 0.000000, 0.047619, 0.000000, 0.000000, 0.015873, 0.000000, 0.015873, 0.000000, 0.000000, 0.000000, 0.079365, 0.000000, 0.063492, 0.079365, -12.500000, -13.840000, 0.113307, 7.570000, 0.017179, 0.297022, -0.160256, -0.462963, -0.053419, -0.568182
covid19_21001-21601_stem-125-251, 0.299213, 0.181102, 0.220472, 0.299213, 0.095238, 0.063492, 0.055556, 0.079365, 0.063492, 0.015873, 0.015873, 0.087302, 0.063492, 0.055556, 0.063492, 0.039683, 0.079365, 0.047619, 0.087302, 0.087302, 0.401575, 1.217391, 127.000000, 45.000000, 0.354331, 0.466667, 0.400000, 0.133333, 0.093333, 0.080000, 0.026667, 0.141667, 0.075000, 0.133333, 0.183333, 0.008333, 0.025000, 0.033333, 0.033333, 0.025000, 0.008333, 0.000000, 0.016667, 0.041667, 0.008333, 0.000000, 0.000000, 0.025000, 0.041667, 0.025000, 0.008333, 0.000000, 0.000000, 0.000000, 0.000000, 0.016667, 0.016667, 0.008333, 0.008333, 0.050000, 0.008333, 0.016667, 0.041667, -39.100000, -41.130000, 0.037240, 16.280000, 0.015984, 0.390240, -0.307874, -0.766667, -0.061575, -0.868889
covid19_21001-21601_stem-493-556, 0.390625, 0.109375, 0.156250, 0.343750, 0.142857, 0.079365, 0.095238, 0.063492, 0.047619, 0.000000, 0.000000, 0.063492, 0.079365, 0.000000, 0.000000, 0.079365, 0.111111, 0.031746, 0.063492, 0.142857, 0.265625, 1.428571, 64.000000, 20.000000, 0.312500, 0.650000, 0.200000, 0.150000, 0.325000, 0.100000, 0.075000, 0.122807, 0.052632, 0.087719, 0.157895, 0.035088, 0.000000, 0.017544, 0.070175, 0.052632, 0.000000, 0.017544, 0.017544, 0.000000, 0.017544, 0.000000, 0.017544, 0.052632, 0.000000, 0.000000, 0.052632, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.017544, 0.105263, 0.035088, 0.017544, 0.052632, -12.000000, -13.380000, 0.107370, 7.100000, 0.021563, 0.351972, -0.187500, -0.705882, -0.093750, -0.600000
covid19_21301-21901_stem-83-170, 0.329545, 0.125000, 0.170455, 0.375000, 0.137931, 0.022989, 0.045977, 0.126437, 0.034483, 0.034483, 0.000000, 0.057471, 0.057471, 0.011494, 0.045977, 0.057471, 0.091954, 0.057471, 0.080460, 0.137931, 0.295455, 1.363636, 88.000000, 27.000000, 0.306818, 0.592593, 0.333333, 0.074074, 0.148148, 0.083333, 0.018519, 0.116279, 0.069767, 0.081395, 0.127907, 0.046512, 0.023256, 0.011628, 0.023256, 0.023256, 0.000000, 0.011628, 0.000000, 0.034884, 0.000000, 0.011628, 0.023256, 0.023256, 0.011628, 0.034884, 0.046512, 0.000000, 0.000000, 0.000000, 0.000000, 0.011628, 0.000000, 0.011628, 0.046512, 0.069767, 0.023256, 0.011628, 0.104651, -23.400000, -24.660000, 0.128665, 9.230000, 0.014318, 0.263729, -0.265909, -0.900000, -0.066477, -0.866667
covid19_21401-22001_stem-270-422, 0.241830, 0.235294, 0.143791, 0.379085, 0.052632, 0.078947, 0.039474, 0.065789, 0.072368, 0.072368, 0.000000, 0.092105, 0.039474, 0.006579, 0.039474, 0.059211, 0.078947, 0.078947, 0.065789, 0.157895, 0.379085, 0.611111, 153.000000, 38.000000, 0.248366, 0.500000, 0.447368, 0.052632, 0.083333, 0.074561, 0.008772, 0.069930, 0.055944, 0.083916, 0.083916, 0.027972, 0.027972, 0.020979, 0.034965, 0.000000, 0.000000, 0.000000, 0.041958, 0.020979, 0.020979, 0.006993, 0.020979, 0.027972, 0.034965, 0.027972, 0.020979, 0.000000, 0.000000, 0.000000, 0.000000, 0.027972, 0.013986, 0.000000, 0.027972, 0.062937, 0.090909, 0.006993, 0.139860, -31.200000, -33.460000, 0.025739, 43.180000, 0.014771, 0.844337, -0.203922, -0.537931, -0.033987, -0.821053
covid19_21401-22001_stem-454-531, 0.294872, 0.192308, 0.166667, 0.346154, 0.077922, 0.077922, 0.064935, 0.077922, 0.025974, 0.051948, 0.025974, 0.090909, 0.064935, 0.025974, 0.038961, 0.038961, 0.129870, 0.038961, 0.038961, 0.129870, 0.358974, 0.866667, 78.000000, 25.000000, 0.320513, 0.520000, 0.320000, 0.160000, 0.173333, 0.106667, 0.053333, 0.140845, 0.056338, 0.112676, 0.169014, 0.014085, 0.000000, 0.056338, 0.028169, 0.028169, 0.014085, 0.000000, 0.000000, 0.014085, 0.000000, 0.000000, 0.042254, 0.014085, 0.056338, 0.000000, 0.028169, 0.000000, 0.000000, 0.000000, 0.000000, 0.014085, 0.028169, 0.000000, 0.014085, 0.084507, 0.042254, 0.014085, 0.028169, -17.800000, -19.890000, 0.033411, 13.630000, 0.026795, 0.398669, -0.228205, -0.635714, -0.076068, -0.712000
covid19_21601-22201_stem-358-430, 0.356164, 0.109589, 0.191781, 0.342466, 0.166667, 0.055556, 0.041667, 0.097222, 0.083333, 0.027778, 0.000000, 0.000000, 0.055556, 0.000000, 0.055556, 0.069444, 0.041667, 0.027778, 0.097222, 0.180556, 0.301370, 1.750000, 73.000000, 20.000000, 0.273973, 0.500000, 0.350000, 0.150000, 0.125000, 0.087500, 0.037500, 0.098592, 0.042254, 0.098592, 0.126761, 0.028169, 0.028169, 0.014085, 0.028169, 0.014085, 0.000000, 0.000000, 0.000000, 0.042254, 0.000000, 0.028169, 0.014085, 0.014085, 0.028169, 0.028169, 0.028169, 0.000000, 0.000000, 0.000000, 0.000000, 0.070423, 0.000000, 0.000000, 0.014085, 0.084507, 0.014085, 0.014085, 0.140845, -12.800000, -14.570000, 0.056675, 26.280000, 0.024247, 1.015376, -0.175342, -0.581818, -0.043836, -0.640000
covid19_21801-22401_stem-218-304, 0.252874, 0.149425, 0.229885, 0.367816, 0.069767, 0.023256, 0.081395, 0.081395, 0.034884, 0.023256, 0.011628, 0.081395, 0.093023, 0.034884, 0.034884, 0.058140, 0.058140, 0.069767, 0.093023, 0.151163, 0.379310, 1.538462, 87.000000, 25.000000, 0.287356, 0.520000, 0.360000, 0.120000, 0.130000, 0.090000, 0.030000, 0.101266, 0.075949, 0.088608, 0.139241, 0.012658, 0.025316, 0.025316, 0.037975, 0.000000, 0.025316, 0.000000, 0.012658, 0.000000, 0.000000, 0.000000, 0.063291, 0.037975, 0.012658, 0.037975, 0.012658, 0.000000, 0.000000, 0.000000, 0.000000, 0.012658, 0.000000, 0.000000, 0.050633, 0.063291, 0.025316, 0.075949, 0.063291, -19.700000, -21.840000, 0.030996, 13.110000, 0.024598, 0.375129, -0.226437, -0.596970, -0.056609, -0.788000
covid19_21901-22501_stem-364-439, 0.236842, 0.197368, 0.171053, 0.394737, 0.040000, 0.080000, 0.053333, 0.053333, 0.080000, 0.013333, 0.000000, 0.106667, 0.053333, 0.013333, 0.053333, 0.053333, 0.066667, 0.080000, 0.066667, 0.186667, 0.368421, 0.866667, 76.000000, 20.000000, 0.263158, 0.600000, 0.350000, 0.050000, 0.200000, 0.116667, 0.016667, 0.106061, 0.075758, 0.106061, 0.106061, 0.030303, 0.000000, 0.015152, 0.045455, 0.000000, 0.000000, 0.015152, 0.000000, 0.000000, 0.030303, 0.000000, 0.045455, 0.030303, 0.030303, 0.000000, 0.030303, 0.000000, 0.000000, 0.000000, 0.000000, 0.015152, 0.000000, 0.000000, 0.045455, 0.030303, 0.060606, 0.060606, 0.121212, -19.200000, -20.620000, 0.099121, 8.430000, 0.018684, 0.366471, -0.252632, -0.685714, -0.084211, -0.960000
